State,County,Candidate,Party,Incumbent,Votes,Percentage,Winner,Delegates
Maine,Westbrook,Dean Phillips,Democratic,No,59,8.3%,No,0
Maine,Westfield,Joe Biden,Democratic,Yes,17,89.5%,Yes,24
Maine,Westfield,Dean Phillips,Democratic,No,2,10.5%,No,0
Maine,Westmanland,Joe Biden,Democratic,Yes,2,100.0%,Yes,24
Maine,Westmanland,Dean Phillips,Democratic,No,0,0.0%,No,0
Maine,Weston,Joe Biden,Democratic,Yes,11,91.7%,Yes,24
Maine,Weston,Dean Phillips,Democratic,No,0,0.0%,No,0
Maine,Westport,Joe Biden,Democratic,Yes,69,95.8%,Yes,24
Maine,Westport,Dean Phillips,Democratic,No,3,4.2%,No,0
Maine,Whitefield,Joe Biden,Democratic,Yes,109,91.6%,Yes,24
Maine,Whitefield,Dean Phillips,Democratic,No,10,8.4%,No,0
Maine,Whiting,Joe Biden,Democratic,Yes,34,94.4%,Yes,24
Maine,Whiting,Dean Phillips,Democratic,No,2,5.6%,No,0
Maine,Whitneyville,Joe Biden,Democratic,Yes,4,100.0%,Yes,24
Maine,Whitneyville,Dean Phillips,Democratic,No,0,0.0%,No,0
Maine,Willimantic,Joe Biden,Democratic,Yes,4,80.0%,Yes,24
Maine,Willimantic,Dean Phillips,Democratic,No,1,20.0%,No,0
Maine,Wilton,Joe Biden,Democratic,Yes,118,91.5%,Yes,24
Maine,Wilton,Dean Phillips,Democratic,No,11,8.5%,No,0
Maine,Windham,Joe Biden,Democratic,Yes,537,92.3%,Yes,24
Maine,Windham,Dean Phillips,Democratic,No,45,7.7%,No,0
Maine,Windsor,Joe Biden,Democratic,Yes,54,80.6%,Yes,24
Maine,Windsor,Dean Phillips,Democratic,No,13,19.4%,No,0
Maine,Winn,Joe Biden,Democratic,Yes,5,100.0%,Yes,24
Maine,Winn,Dean Phillips,Democratic,No,0,0.0%,No,0
Maine,Winslow,Joe Biden,Democratic,Yes,228,88.4%,Yes,24
Maine,Winslow,Dean Phillips,Democratic,No,30,11.6%,No,0
Maine,Winter Harbor,Joe Biden,Democratic,Yes,42,95.5%,Yes,24
Maine,Winter Harbor,Dean Phillips,Democratic,No,2,4.5%,No,0
Maine,Winterport,Joe Biden,Democratic,Yes,82,82.8%,Yes,24
Maine,Winterport,Dean Phillips,Democratic,No,5,5.1%,No,0
Maine,Winterville Plt.,Joe Biden,Democratic,Yes,6,100.0%,Yes,24
Maine,Winterville Plt.,Dean Phillips,Democratic,No,0,0.0%,No,0
Maine,Winthrop,Joe Biden,Democratic,Yes,284,91.9%,Yes,24
Maine,Winthrop,Dean Phillips,Democratic,No,25,8.1%,No,0
Maine,Wiscasset,Joe Biden,Democratic,Yes,158,93.5%,Yes,24
Maine,Wiscasset,Dean Phillips,Democratic,No,11,6.5%,No,0
Maine,Woodland,Joe Biden,Democratic,Yes,22,88.0%,Yes,24
Maine,Woodland,Dean Phillips,Democratic,No,3,12.0%,No,0
Maine,Woodstock,Joe Biden,Democratic,Yes,47,88.7%,Yes,24
Maine,Woodstock,Dean Phillips,Democratic,No,4,7.5%,No,0
Maine,Woodville,Joe Biden,Democratic,Yes,2,100.0%,Yes,24
Maine,Woodville,Dean Phillips,Democratic,No,0,0.0%,No,0
Maine,Woolwich,Joe Biden,Democratic,Yes,157,94.6%,Yes,24
Maine,Woolwich,Dean Phillips,Democratic,No,9,5.4%,No,0
Maine,Yarmouth,Joe Biden,Democratic,Yes,733,96.8%,Yes,24
Maine,Yarmouth,Dean Phillips,Democratic,No,24,3.2%,No,0
Maine,York,Joe Biden,Democratic,Yes,847,93.1%,Yes,24
Maine,York,Dean Phillips,Democratic,No,62,6.8%,No,0
Massachusetts,Abington,Joe Biden,Democratic,Yes,1087,79.2%,Yes,91
Massachusetts,Abington,No Preference,Democratic,No,112,8.2%,No,0
Massachusetts,Abington,Dean Phillips,Democratic,No,94,6.9%,No,0
Massachusetts,Abington,Marianne Williamson,Democratic,No,54,3.9%,No,0
Massachusetts,Acton,Joe Biden,Democratic,Yes,2861,86.7%,Yes,91
Massachusetts,Acton,No Preference,Democratic,No,217,6.6%,No,0
Massachusetts,Acton,Dean Phillips,Democratic,No,124,3.7%,No,0
Massachusetts,Acton,Marianne Williamson,Democratic,No,73,2.2%,No,0
Massachusetts,Acushnet,Joe Biden,Democratic,Yes,529,75.6%,Yes,91
Massachusetts,Acushnet,No Preference,Democratic,No,64,9.1%,No,0
Massachusetts,Acushnet,Marianne Williamson,Democratic,No,47,6.7%,No,0
Massachusetts,Acushnet,Dean Phillips,Democratic,No,44,6.3%,No,0
Massachusetts,Adams,Joe Biden,Democratic,Yes,759,85.0%,Yes,91
Massachusetts,Adams,No Preference,Democratic,No,63,7.0%,No,0
Massachusetts,Adams,Dean Phillips,Democratic,No,31,3.5%,No,0
Massachusetts,Adams,Marianne Williamson,Democratic,No,30,3.4%,No,0
Massachusetts,Agawam,Joe Biden,Democratic,Yes,1623,79.0%,Yes,91
Massachusetts,Agawam,No Preference,Democratic,No,190,9.2%,No,0
Massachusetts,Agawam,Dean Phillips,Democratic,No,94,4.6%,No,0
Massachusetts,Agawam,Marianne Williamson,Democratic,No,89,4.3%,No,0
Massachusetts,Alford,Joe Biden,Democratic,Yes,79,92.9%,Yes,91
Massachusetts,Alford,No Preference,Democratic,No,5,5.9%,No,0
Massachusetts,Alford,Dean Phillips,Democratic,No,1,1.2%,No,0
Massachusetts,Alford,Marianne Williamson,Democratic,No,0,0.0%,No,0
Massachusetts,Amesbury,Joe Biden,Democratic,Yes,1591,83.7%,Yes,91
Massachusetts,Amesbury,No Preference,Democratic,No,132,6.9%,No,0
Massachusetts,Amesbury,Dean Phillips,Democratic,No,87,4.6%,No,0
Massachusetts,Amesbury,Marianne Williamson,Democratic,No,49,2.6%,No,0
Massachusetts,Amherst,Joe Biden,Democratic,Yes,2745,81.8%,Yes,91
Massachusetts,Amherst,No Preference,Democratic,No,390,11.6%,No,0
Massachusetts,Amherst,Marianne Williamson,Democratic,No,95,2.8%,No,0
Massachusetts,Amherst,Dean Phillips,Democratic,No,75,2.2%,No,0
Massachusetts,Andover,Joe Biden,Democratic,Yes,3055,84.4%,Yes,91
Massachusetts,Andover,No Preference,Democratic,No,268,7.4%,No,0
Massachusetts,Andover,Dean Phillips,Democratic,No,162,4.5%,No,0
Massachusetts,Andover,Marianne Williamson,Democratic,No,89,2.5%,No,0
Massachusetts,Aquinnah,Joe Biden,Democratic,Yes,74,89.2%,Yes,91
Massachusetts,Aquinnah,No Preference,Democratic,No,6,7.2%,No,0
Massachusetts,Aquinnah,Dean Phillips,Democratic,No,2,2.4%,No,0
Massachusetts,Aquinnah,Marianne Williamson,Democratic,No,1,1.2%,No,0
Massachusetts,Arlington,Joe Biden,Democratic,Yes,7123,82.3%,Yes,91
Massachusetts,Arlington,No Preference,Democratic,No,983,11.3%,No,0
Massachusetts,Arlington,Dean Phillips,Democratic,No,295,3.4%,No,0
Massachusetts,Arlington,Marianne Williamson,Democratic,No,170,2.0%,No,0
Massachusetts,Ashburnham,Joe Biden,Democratic,Yes,505,83.3%,Yes,91
Massachusetts,Ashburnham,No Preference,Democratic,No,45,7.4%,No,0
Massachusetts,Ashburnham,Dean Phillips,Democratic,No,30,5.0%,No,0
Massachusetts,Ashburnham,Marianne Williamson,Democratic,No,18,3.0%,No,0
Massachusetts,Ashby,Joe Biden,Democratic,Yes,239,86.3%,Yes,91
Massachusetts,Ashby,No Preference,Democratic,No,19,6.8%,No,0
Massachusetts,Ashby,Dean Phillips,Democratic,No,10,3.6%,No,0
Massachusetts,Ashby,Marianne Williamson,Democratic,No,6,2.2%,No,0
Massachusetts,Ashfield,Joe Biden,Democratic,Yes,291,82.7%,Yes,91
Massachusetts,Ashfield,No Preference,Democratic,No,44,12.5%,No,0
Massachusetts,Ashfield,Marianne Williamson,Democratic,No,10,2.8%,No,0
Massachusetts,Ashfield,Dean Phillips,Democratic,No,4,1.1%,No,0
Massachusetts,Ashland,Joe Biden,Democratic,Yes,1745,85.8%,Yes,91
Massachusetts,Ashland,No Preference,Democratic,No,142,7.0%,No,0
Massachusetts,Ashland,Dean Phillips,Democratic,No,89,4.4%,No,0
Massachusetts,Ashland,Marianne Williamson,Democratic,No,52,2.6%,No,0
Massachusetts,Athol,Joe Biden,Democratic,Yes,613,81.2%,Yes,91
Massachusetts,Athol,Dean Phillips,Democratic,No,58,7.7%,No,0
Massachusetts,Athol,No Preference,Democratic,No,45,5.9%,No,0
Massachusetts,Athol,Marianne Williamson,Democratic,No,27,3.6%,No,0
Massachusetts,Attleboro,Joe Biden,Democratic,Yes,2477,80.1%,Yes,91
Massachusetts,Attleboro,No Preference,Democratic,No,287,9.3%,No,0
Massachusetts,Attleboro,Dean Phillips,Democratic,No,150,4.8%,No,0
Massachusetts,Attleboro,Marianne Williamson,Democratic,No,134,4.3%,No,0
Massachusetts,Auburn,Joe Biden,Democratic,Yes,1325,79.4%,Yes,91
Massachusetts,Auburn,No Preference,Democratic,No,143,8.6%,No,0
Massachusetts,Auburn,Dean Phillips,Democratic,No,105,6.3%,No,0
Massachusetts,Auburn,Marianne Williamson,Democratic,No,80,4.8%,No,0
Massachusetts,Avon,Joe Biden,Democratic,Yes,299,81.2%,Yes,91
Massachusetts,Avon,No Preference,Democratic,No,27,7.3%,No,0
Massachusetts,Avon,Dean Phillips,Democratic,No,23,6.2%,No,0
Massachusetts,Avon,Marianne Williamson,Democratic,No,16,4.3%,No,0
Massachusetts,Ayer,Joe Biden,Democratic,Yes,633,82.9%,Yes,91
Massachusetts,Ayer,No Preference,Democratic,No,58,7.6%,No,0
Massachusetts,Ayer,Dean Phillips,Democratic,No,43,5.6%,No,0
Massachusetts,Ayer,Marianne Williamson,Democratic,No,30,3.9%,No,0
Massachusetts,Barnstable,Joe Biden,Democratic,Yes,4290,87.6%,Yes,91
Massachusetts,Barnstable,No Preference,Democratic,No,258,5.3%,No,0
Massachusetts,Barnstable,Dean Phillips,Democratic,No,151,3.1%,No,0
Massachusetts,Barnstable,Marianne Williamson,Democratic,No,120,2.4%,No,0
Massachusetts,Barre,Joe Biden,Democratic,Yes,360,77.4%,Yes,91
Massachusetts,Barre,Dean Phillips,Democratic,No,39,8.4%,No,0
Massachusetts,Barre,No Preference,Democratic,No,31,6.7%,No,0
Massachusetts,Barre,Marianne Williamson,Democratic,No,23,4.9%,No,0
Massachusetts,Becket,Joe Biden,Democratic,Yes,208,87.4%,Yes,91
Massachusetts,Becket,Dean Phillips,Democratic,No,10,4.2%,No,0
Massachusetts,Becket,No Preference,Democratic,No,10,4.2%,No,0
Massachusetts,Becket,Marianne Williamson,Democratic,No,5,2.1%,No,0
Massachusetts,Bedford,Joe Biden,Democratic,Yes,1666,87.4%,Yes,91
Massachusetts,Bedford,No Preference,Democratic,No,104,5.5%,No,0
Massachusetts,Bedford,Dean Phillips,Democratic,No,89,4.7%,No,0
Massachusetts,Bedford,Marianne Williamson,Democratic,No,32,1.7%,No,0
Massachusetts,Belchertown,Joe Biden,Democratic,Yes,1552,83.6%,Yes,91
Massachusetts,Belchertown,No Preference,Democratic,No,135,7.3%,No,0
Massachusetts,Belchertown,Marianne Williamson,Democratic,No,75,4.0%,No,0
Massachusetts,Belchertown,Dean Phillips,Democratic,No,68,3.7%,No,0
Massachusetts,Bellingham,Joe Biden,Democratic,Yes,1160,81.7%,Yes,91
Massachusetts,Bellingham,No Preference,Democratic,No,112,7.9%,No,0
Massachusetts,Bellingham,Dean Phillips,Democratic,No,81,5.7%,No,0
Massachusetts,Bellingham,Marianne Williamson,Democratic,No,47,3.3%,No,0
Massachusetts,Belmont,Joe Biden,Democratic,Yes,3181,83.7%,Yes,91
Massachusetts,Belmont,No Preference,Democratic,No,375,9.9%,No,0
Massachusetts,Belmont,Dean Phillips,Democratic,No,124,3.3%,No,0
Massachusetts,Belmont,Marianne Williamson,Democratic,No,95,2.5%,No,0
Massachusetts,Berkley,Joe Biden,Democratic,Yes,337,79.3%,Yes,91
Massachusetts,Berkley,No Preference,Democratic,No,35,8.2%,No,0
Massachusetts,Berkley,Dean Phillips,Democratic,No,22,5.2%,No,0
Massachusetts,Berkley,Marianne Williamson,Democratic,No,19,4.5%,No,0
Massachusetts,Berlin,Joe Biden,Democratic,Yes,341,84.0%,Yes,91
Massachusetts,Berlin,No Preference,Democratic,No,29,7.1%,No,0
Massachusetts,Berlin,Marianne Williamson,Democratic,No,17,4.2%,No,0
Massachusetts,Berlin,Dean Phillips,Democratic,No,10,2.5%,No,0
Massachusetts,Bernardston,Joe Biden,Democratic,Yes,229,85.8%,Yes,91
Massachusetts,Bernardston,No Preference,Democratic,No,14,5.2%,No,0
Massachusetts,Bernardston,Dean Phillips,Democratic,No,10,3.7%,No,0
Massachusetts,Bernardston,Marianne Williamson,Democratic,No,9,3.4%,No,0
Massachusetts,Beverly,Joe Biden,Democratic,Yes,4226,83.4%,Yes,91
Massachusetts,Beverly,No Preference,Democratic,No,437,8.6%,No,0
Massachusetts,Beverly,Dean Phillips,Democratic,No,230,4.5%,No,0
Massachusetts,Beverly,Marianne Williamson,Democratic,No,175,3.5%,No,0
Massachusetts,Billerica,Joe Biden,Democratic,Yes,2850,77.2%,Yes,91
Massachusetts,Billerica,No Preference,Democratic,No,365,9.9%,No,0
Massachusetts,Billerica,Dean Phillips,Democratic,No,249,6.7%,No,0
Massachusetts,Billerica,Marianne Williamson,Democratic,No,131,3.5%,No,0
Massachusetts,Blackstone,Joe Biden,Democratic,Yes,465,78.9%,Yes,91
Massachusetts,Blackstone,No Preference,Democratic,No,52,8.8%,No,0
Massachusetts,Blackstone,Dean Phillips,Democratic,No,39,6.6%,No,0
Massachusetts,Blackstone,Marianne Williamson,Democratic,No,24,4.1%,No,0
Massachusetts,Blandford,Joe Biden,Democratic,Yes,79,86.8%,Yes,91
Massachusetts,Blandford,No Preference,Democratic,No,7,7.7%,No,0
Massachusetts,Blandford,Marianne Williamson,Democratic,No,3,3.3%,No,0
Massachusetts,Blandford,Dean Phillips,Democratic,No,2,2.2%,No,0
Massachusetts,Bolton,Joe Biden,Democratic,Yes,642,87.6%,Yes,91
Massachusetts,Bolton,No Preference,Democratic,No,52,7.1%,No,0
Massachusetts,Bolton,Dean Phillips,Democratic,No,19,2.6%,No,0
Massachusetts,Bolton,Marianne Williamson,Democratic,No,14,1.9%,No,0
Massachusetts,Boston,Joe Biden,Democratic,Yes,41657,77.0%,Yes,91
Massachusetts,Boston,No Preference,Democratic,No,7580,14.0%,No,0
Massachusetts,Boston,Dean Phillips,Democratic,No,2319,4.3%,No,0
Massachusetts,Boston,Marianne Williamson,Democratic,No,1550,2.9%,No,0
Massachusetts,Bourne,Joe Biden,Democratic,Yes,1743,88.0%,Yes,91
Massachusetts,Bourne,No Preference,Democratic,No,115,5.8%,No,0
Massachusetts,Bourne,Dean Phillips,Democratic,No,66,3.3%,No,0
Massachusetts,Bourne,Marianne Williamson,Democratic,No,55,2.8%,No,0
Massachusetts,Boxborough,Joe Biden,Democratic,Yes,524,85.8%,Yes,91
Massachusetts,Boxborough,No Preference,Democratic,No,46,7.5%,No,0
Massachusetts,Boxborough,Dean Phillips,Democratic,No,18,2.9%,No,0
Massachusetts,Boxborough,Marianne Williamson,Democratic,No,10,1.6%,No,0
Massachusetts,Boxford,Joe Biden,Democratic,Yes,692,87.8%,Yes,91
Massachusetts,Boxford,No Preference,Democratic,No,43,5.5%,No,0
Massachusetts,Boxford,Dean Phillips,Democratic,No,22,2.8%,No,0
Massachusetts,Boxford,Marianne Williamson,Democratic,No,20,2.5%,No,0
Massachusetts,Boylston,Joe Biden,Democratic,Yes,449,82.1%,Yes,91
Massachusetts,Boylston,No Preference,Democratic,No,59,10.8%,No,0
Massachusetts,Boylston,Dean Phillips,Democratic,No,22,4.0%,No,0
Massachusetts,Boylston,Marianne Williamson,Democratic,No,14,2.6%,No,0
Massachusetts,Braintree,Joe Biden,Democratic,Yes,2727,77.3%,Yes,91
Massachusetts,Braintree,No Preference,Democratic,No,357,10.1%,No,0
Massachusetts,Braintree,Dean Phillips,Democratic,No,228,6.5%,No,0
Massachusetts,Braintree,Marianne Williamson,Democratic,No,139,3.9%,No,0
Massachusetts,Brewster,Joe Biden,Democratic,Yes,1598,88.6%,Yes,91
Massachusetts,Brewster,No Preference,Democratic,No,95,5.3%,No,0
Massachusetts,Brewster,Dean Phillips,Democratic,No,63,3.5%,No,0
Massachusetts,Brewster,Marianne Williamson,Democratic,No,46,2.5%,No,0
Massachusetts,Bridgewater,Joe Biden,Democratic,Yes,1606,79.3%,Yes,91
Massachusetts,Bridgewater,No Preference,Democratic,No,175,8.6%,No,0
Massachusetts,Bridgewater,Dean Phillips,Democratic,No,126,6.2%,No,0
Massachusetts,Bridgewater,Marianne Williamson,Democratic,No,81,4.0%,No,0
Massachusetts,Brimfield,Joe Biden,Democratic,Yes,198,78.9%,Yes,91
Massachusetts,Brimfield,No Preference,Democratic,No,22,8.7%,No,0
Massachusetts,Brimfield,Dean Phillips,Democratic,No,16,6.4%,No,0
Massachusetts,Brimfield,Marianne Williamson,Democratic,No,13,5.2%,No,0
Massachusetts,Brockton,Joe Biden,Democratic,Yes,4369,82.6%,Yes,91
Massachusetts,Brockton,No Preference,Democratic,No,392,7.4%,No,0
Massachusetts,Brockton,Dean Phillips,Democratic,No,272,5.1%,No,0
Massachusetts,Brockton,Marianne Williamson,Democratic,No,194,3.7%,No,0
Massachusetts,Brookfield,Joe Biden,Democratic,Yes,226,79.6%,Yes,91
Massachusetts,Brookfield,Dean Phillips,Democratic,No,20,7.0%,No,0
Massachusetts,Brookfield,No Preference,Democratic,No,20,7.0%,No,0
Massachusetts,Brookfield,Marianne Williamson,Democratic,No,14,4.9%,No,0
Massachusetts,Brookline,Joe Biden,Democratic,Yes,6667,84.4%,Yes,91
Massachusetts,Brookline,No Preference,Democratic,No,789,10.0%,No,0
Massachusetts,Brookline,Dean Phillips,Democratic,No,198,2.5%,No,0
Massachusetts,Brookline,Marianne Williamson,Democratic,No,131,1.7%,No,0
Massachusetts,Buckland,Joe Biden,Democratic,Yes,230,84.2%,Yes,91
Massachusetts,Buckland,No Preference,Democratic,No,27,9.9%,No,0
Massachusetts,Buckland,Marianne Williamson,Democratic,No,12,4.4%,No,0
Massachusetts,Buckland,Dean Phillips,Democratic,No,4,1.5%,No,0
Massachusetts,Burlington,Joe Biden,Democratic,Yes,2014,80.3%,Yes,91
Massachusetts,Burlington,No Preference,Democratic,No,218,8.7%,No,0
Massachusetts,Burlington,Dean Phillips,Democratic,No,163,6.5%,No,0
Massachusetts,Burlington,Marianne Williamson,Democratic,No,90,3.6%,No,0
Massachusetts,Cambridge,Joe Biden,Democratic,Yes,11262,76.8%,Yes,91
Massachusetts,Cambridge,No Preference,Democratic,No,2460,16.8%,No,0
Massachusetts,Cambridge,Dean Phillips,Democratic,No,412,2.8%,No,0
Massachusetts,Cambridge,Marianne Williamson,Democratic,No,367,2.5%,No,0
Massachusetts,Canton,Joe Biden,Democratic,Yes,2291,83.4%,Yes,91
Massachusetts,Canton,No Preference,Democratic,No,217,7.9%,No,0
Massachusetts,Canton,Dean Phillips,Democratic,No,134,4.9%,No,0
Massachusetts,Canton,Marianne Williamson,Democratic,No,75,2.7%,No,0
Massachusetts,Carlisle,Joe Biden,Democratic,Yes,715,86.6%,Yes,91
Massachusetts,Carlisle,No Preference,Democratic,No,61,7.4%,No,0
Massachusetts,Carlisle,Dean Phillips,Democratic,No,27,3.3%,No,0
Massachusetts,Carlisle,Marianne Williamson,Democratic,No,17,2.0%,No,0
Massachusetts,Carver,Joe Biden,Democratic,Yes,773,83.0%,Yes,91
Massachusetts,Carver,No Preference,Democratic,No,60,6.4%,No,0
Massachusetts,Carver,Dean Phillips,Democratic,No,50,5.4%,No,0
Massachusetts,Carver,Marianne Williamson,Democratic,No,28,3.0%,No,0
Massachusetts,Charlemont,Joe Biden,Democratic,Yes,122,79.2%,Yes,91
Massachusetts,Charlemont,No Preference,Democratic,No,24,15.6%,No,0
Massachusetts,Charlemont,Dean Phillips,Democratic,No,4,2.6%,No,0
Massachusetts,Charlemont,Marianne Williamson,Democratic,No,4,2.6%,No,0
Massachusetts,Charlton,Joe Biden,Democratic,Yes,761,79.3%,Yes,91
Massachusetts,Charlton,Dean Phillips,Democratic,No,73,7.6%,No,0
Massachusetts,Charlton,No Preference,Democratic,No,65,6.8%,No,0
Massachusetts,Charlton,Marianne Williamson,Democratic,No,42,4.4%,No,0
Massachusetts,Chatham,Joe Biden,Democratic,Yes,850,90.7%,Yes,91
Massachusetts,Chatham,No Preference,Democratic,No,43,4.6%,No,0
Massachusetts,Chatham,Dean Phillips,Democratic,No,26,2.8%,No,0
Massachusetts,Chatham,Marianne Williamson,Democratic,No,15,1.6%,No,0
Massachusetts,Chelmsford,Joe Biden,Democratic,Yes,3560,82.5%,Yes,91
Massachusetts,Chelmsford,No Preference,Democratic,No,299,6.9%,No,0
Massachusetts,Chelmsford,Dean Phillips,Democratic,No,257,6.0%,No,0
Massachusetts,Chelmsford,Marianne Williamson,Democratic,No,142,3.3%,No,0
Massachusetts,Chelsea,Joe Biden,Democratic,Yes,988,73.5%,Yes,91
Massachusetts,Chelsea,No Preference,Democratic,No,169,12.6%,No,0
Massachusetts,Chelsea,Dean Phillips,Democratic,No,108,8.0%,No,0
Massachusetts,Chelsea,Marianne Williamson,Democratic,No,79,5.9%,No,0
Massachusetts,Cheshire,Joe Biden,Democratic,Yes,251,86.9%,Yes,91
Massachusetts,Cheshire,No Preference,Democratic,No,15,5.2%,No,0
Massachusetts,Cheshire,Marianne Williamson,Democratic,No,14,4.8%,No,0
Massachusetts,Cheshire,Dean Phillips,Democratic,No,8,2.8%,No,0
Massachusetts,Chester,Joe Biden,Democratic,Yes,61,82.4%,Yes,91
Massachusetts,Chester,Marianne Williamson,Democratic,No,6,8.1%,No,0
Massachusetts,Chester,Dean Phillips,Democratic,No,5,6.8%,No,0
Massachusetts,Chester,No Preference,Democratic,No,2,2.7%,No,0
Massachusetts,Chesterfield,Joe Biden,Democratic,Yes,106,76.3%,Yes,91
Massachusetts,Chesterfield,No Preference,Democratic,No,17,12.2%,No,0
Massachusetts,Chesterfield,Marianne Williamson,Democratic,No,9,6.5%,No,0
Massachusetts,Chesterfield,Dean Phillips,Democratic,No,5,3.6%,No,0
Massachusetts,Chicopee,Joe Biden,Democratic,Yes,3041,80.3%,Yes,91
Massachusetts,Chicopee,No Preference,Democratic,No,321,8.5%,No,0
Massachusetts,Chicopee,Dean Phillips,Democratic,No,163,4.3%,No,0
Massachusetts,Chicopee,Marianne Williamson,Democratic,No,161,4.2%,No,0
Massachusetts,Chilmark,Joe Biden,Democratic,Yes,238,86.5%,Yes,91
Massachusetts,Chilmark,No Preference,Democratic,No,17,6.2%,No,0
Massachusetts,Chilmark,Dean Phillips,Democratic,No,11,4.0%,No,0
Massachusetts,Chilmark,Marianne Williamson,Democratic,No,8,2.9%,No,0
Massachusetts,Clarksburg,Joe Biden,Democratic,Yes,149,88.2%,Yes,91
Massachusetts,Clarksburg,No Preference,Democratic,No,11,6.5%,No,0
Massachusetts,Clarksburg,Dean Phillips,Democratic,No,7,4.1%,No,0
Massachusetts,Clarksburg,Marianne Williamson,Democratic,No,1,0.6%,No,0
Massachusetts,Clinton,Joe Biden,Democratic,Yes,969,77.1%,Yes,91
Massachusetts,Clinton,No Preference,Democratic,No,122,9.7%,No,0
Massachusetts,Clinton,Dean Phillips,Democratic,No,79,6.3%,No,0
Massachusetts,Clinton,Marianne Williamson,Democratic,No,66,5.2%,No,0
Massachusetts,Cohasset,Joe Biden,Democratic,Yes,859,88.5%,Yes,91
Massachusetts,Cohasset,No Preference,Democratic,No,52,5.4%,No,0
Massachusetts,Cohasset,Dean Phillips,Democratic,No,30,3.1%,No,0
Massachusetts,Cohasset,Marianne Williamson,Democratic,No,21,2.2%,No,0
Massachusetts,Colrain,Joe Biden,Democratic,Yes,153,76.9%,Yes,91
Massachusetts,Colrain,No Preference,Democratic,No,30,15.1%,No,0
Massachusetts,Colrain,Marianne Williamson,Democratic,No,10,5.0%,No,0
Massachusetts,Colrain,Dean Phillips,Democratic,No,6,3.0%,No,0
Massachusetts,Concord,Joe Biden,Democratic,Yes,2977,88.8%,Yes,91
Massachusetts,Concord,No Preference,Democratic,No,206,6.1%,No,0
Massachusetts,Concord,Dean Phillips,Democratic,No,96,2.9%,No,0
Massachusetts,Concord,Marianne Williamson,Democratic,No,49,1.5%,No,0
Massachusetts,Conway,Joe Biden,Democratic,Yes,285,81.7%,Yes,91
Massachusetts,Conway,No Preference,Democratic,No,46,13.2%,No,0
Massachusetts,Conway,Dean Phillips,Democratic,No,7,2.0%,No,0
Massachusetts,Conway,Marianne Williamson,Democratic,No,6,1.7%,No,0
Massachusetts,Cummington,Joe Biden,Democratic,Yes,97,72.4%,Yes,91
Massachusetts,Cummington,No Preference,Democratic,No,27,20.1%,No,0
Massachusetts,Cummington,Marianne Williamson,Democratic,No,5,3.7%,No,0
Massachusetts,Cummington,Dean Phillips,Democratic,No,2,1.5%,No,0
Massachusetts,Dalton,Joe Biden,Democratic,Yes,624,85.0%,Yes,91
Massachusetts,Dalton,No Preference,Democratic,No,51,6.9%,No,0
Massachusetts,Dalton,Dean Phillips,Democratic,No,21,2.9%,No,0
Massachusetts,Dalton,Marianne Williamson,Democratic,No,20,2.7%,No,0
Massachusetts,Danvers,Joe Biden,Democratic,Yes,2449,84.0%,Yes,91
Massachusetts,Danvers,No Preference,Democratic,No,190,6.5%,No,0
Massachusetts,Danvers,Dean Phillips,Democratic,No,128,4.4%,No,0
Massachusetts,Danvers,Marianne Williamson,Democratic,No,106,3.6%,No,0
Massachusetts,Dartmouth,Joe Biden,Democratic,Yes,2488,81.7%,Yes,91
Massachusetts,Dartmouth,No Preference,Democratic,No,284,9.3%,No,0
Massachusetts,Dartmouth,Dean Phillips,Democratic,No,140,4.6%,No,0
Massachusetts,Dartmouth,Marianne Williamson,Democratic,No,98,3.2%,No,0
Massachusetts,Dedham,Joe Biden,Democratic,Yes,2539,80.6%,Yes,91
Massachusetts,Dedham,No Preference,Democratic,No,301,9.5%,No,0
Massachusetts,Dedham,Dean Phillips,Democratic,No,144,4.6%,No,0
Massachusetts,Dedham,Marianne Williamson,Democratic,No,82,2.6%,No,0
Massachusetts,Deerfield,Joe Biden,Democratic,Yes,688,83.8%,Yes,91
Massachusetts,Deerfield,No Preference,Democratic,No,61,7.4%,No,0
Massachusetts,Deerfield,Dean Phillips,Democratic,No,36,4.4%,No,0
Massachusetts,Deerfield,Marianne Williamson,Democratic,No,24,2.9%,No,0
Massachusetts,Dennis,Joe Biden,Democratic,Yes,1892,87.6%,Yes,91
Massachusetts,Dennis,No Preference,Democratic,No,96,4.4%,No,0
Massachusetts,Dennis,Dean Phillips,Democratic,No,92,4.3%,No,0
Massachusetts,Dennis,Marianne Williamson,Democratic,No,42,1.9%,No,0
Massachusetts,Dighton,Joe Biden,Democratic,Yes,418,80.4%,Yes,91
Massachusetts,Dighton,No Preference,Democratic,No,37,7.1%,No,0
Massachusetts,Dighton,Dean Phillips,Democratic,No,33,6.3%,No,0
Massachusetts,Dighton,Marianne Williamson,Democratic,No,32,6.2%,No,0
Massachusetts,Douglas,Joe Biden,Democratic,Yes,466,82.3%,Yes,91
Massachusetts,Douglas,No Preference,Democratic,No,45,8.0%,No,0
Massachusetts,Douglas,Dean Phillips,Democratic,No,35,6.2%,No,0
Massachusetts,Douglas,Marianne Williamson,Democratic,No,20,3.5%,No,0
Massachusetts,Dover,Joe Biden,Democratic,Yes,493,83.6%,Yes,91
Massachusetts,Dover,No Preference,Democratic,No,43,7.3%,No,0
